2	15	15	14,78828544536699
3	15	15	14,74931961603052
4	15	15	14,67248383395593
5	15	15	14,749125976203533
6	15	15	14,77430871381041
7	15	15	14,674358958540335
8	15	15	14,81148168856289
9	15	15	14,734235681861074
10	15	15	14,70367295303337
11	15	15	14,545309552261651
12	15	15	14,692477220851714
13	15	15	14,753170724363901
14	15	15	14,755896303428463
15	15	15	14,68913178069733
16	15	15	14,6928512972809
17	15	15	14,627599888189899
18	15	15	14,672576067949723
19	15	15	14,77088205453824
20	15	15	14,581042457522798
21	15	15	14,657139965753718
22	15	15	14,725312043602932
23	15	15	14,679379632828057
24	15	15	14,699089158112626
25	15	15	14,559662769206739
26	15	15	14,688221558720164
27	15	15	14,576807145796087
28	15	15	14,757890179438755
29	15	15	14,68129534262833
30	15	15	14,690535647644685
