1093,77778
45915,15783583
93043,16397807
1901,11207131
27885,1621780
41110,13177801
75202,12377800
707,49778
20841,11927132
6334,9415128
97930,10381352
24496,9836017
78201,8991127
22033,1045779
10679,496890
55171,2722227
14185,13802246
99478,10242685
14339,9174238
89155,9027571
42577,2028893
13723,12077799
91321,168492744
88515,43876078
28599,43860523
34106,11466687
44703,2114670
51798,11752021
67561,12031133
22586,1112891
34012,8616460
78340,17377808
15283,700001
30478,1459114
58134,15893362
39380,7713347
75411,3535118
8087,364001
4813,8913349
32216,5140010
43021,2047559
23261,1074224
41740,30494720
26135,11359132
17682,812446
94337,4422230
90640,6748456
56931,2673783
87488,6592456
75100,3578229
37053,6025788
64401,40134293
12942,652890
43098,2060892
60794,12346244
63833,9639573
17376,803112
97926,12501800
47850,10938241
23662,1128002
8280,7604458
70633,7524902
16606,831113
49760,9406238
63787,8252459
53589,2757783
29590,11228020
88611,4312896
30209,1352003
8874,3788007
25677,16242251
44703,2137338
46053,2159115
6398,366667
20802,979557
66452,15032916
90171,4250674
34450,14024470
81160,9203127
12913,8474237
62275,2977338
28312,1384002
25882,11001797
75169,9240905
16862,8360460
48461,7107124
12958,5153787
71738,3416006
98874,7480458
47185,2437782
97140,24939155
18156,842223
95363,7813792
94501,24508932
63804,10226684
28223,8523126
82673,9299128
1555,103112
17782,824446
9677,455557
35349,9860907
60581,7466680
55966,2527560
36689,11604021
41164,8257792
52569,2457782
88826,13352468
28330,1307558
79137,8260904
74120,22099151
17063,9221350
62349,8532904
30137,1350224
93819,13392913
77342,35020878260
47447,7811570
4346,270223
97354,5670232
68105,8750682
78722,31947168
18619,9335127
89851,10015573
17710,831113
45519,2136448
23425,15053805
60067,3487562
13403,737335
78534,35547760529
91642,16174251
96269,32567169
46838,12248022
20189,8924905
81252,3786673
27604,1281335
64451,14129803
79829,4556008
56752,7869347
89472,24745822
7974,380445
97010,14886249
82843,4687564
36363,6988901
43004,24128487
29540,1372003
43601,82229924
8532,10351574
98309,11580021
18651,862224
43474,11573798
61332,8980905
37312,21027149
94072,14478692
81449,15286250
78666,11655132
68369,3939563
57716,7366680
92847,23644931
41410,1900447
85714,16444030
90834,5290232
28082,6046677
86765,25656490
34421,9320016
85526,9384016
31862,75497912
54460,14049803
171,24000
83202,657502502
92317,22832041
26148,1213780
68627,7414680
97785,4561785
41967,6329344
91167,68164566
6876,305778
78648,45144969
62929,2984005
97948,20847592
53031,11255575
95937,10888019
40126,1901337
71633,17217808
52823,9434239
21715,1066224
90810,11928910
37130,10130240
69823,8756904
97021,4633786
32907,6232012
79142,21577372
51820,2748005
55138,14588470
95624,12515134
18623,826224
65459,12558244
49888,9716462
8754,383112
3079,160889
4091,178222
17863,793780
63100,10397796
92710,10932464
77752,11547131
90018,11481354
52742,10751130
48100,9265794
21724,7436458
69233,7875125
38083,1707114
74865,12582244
46895,9803573
5362,234667
57744,8777349
67146,9525350
38379,1844892
80153,12400911
94001,11726243
64091,10995130
85535,10783575
9618,444445
71731,11731132
46242,9314683
51243,265380916
19757,9920907
63381,10939575
57476,2745782
8606,9860462
69986,7392902
41111,1864448
37674,1743559
20728,11826688
54801,7391124
39522,1873337
48038,2357337
73980,13848025
23259,8135570
42098,2059559
5448,6659568
40023,5497344
42241,1936003
39707,1814226
51714,14750693
75366,12498244
44371,10043573
64062,2954671
81534,79252585
99309,13323135
86392,26779603
41891,11204908
75804,10951575
28975,1295114
63078,12100911
51911,9684906
72684,38652513
84148,14701804
93361,16657363
78498,12596467
45440,10194241
25001,1115114
47938,10060018
17168,7688458
6201,268445
73753,3365784
62022,12084911
52330,2466227
47387,12391577
77934,12671134
78546,13993803
22990,1139113
68574,12409355
44070,9705350
78423,3577339
93508,14784916
19210,890668
7698,372889
79866,18670256
78837,3641340
39228,6084455
57258,20602703
50588,2388004
50939,112921978
89518,16086696
48534,10855575
